,Ticker,YTD Performance
0,UNH,2.2312344730738043
1,CME,30.771320002216918
2,GL,-4.507787873133153
3,HUM,-0.8579980564512134
4,WRK,7.874922979819443
5,MCK,22.531763090526866
6,PGR,10.867340909104271
7,SNPS,54.82670906746687
8,DXC,-18.901335481806118
9,AFL,13.504532944926966
