,Ticker,YTD Performance
219,GIS,-22.34300357591724
220,GM,-7.679469932472911
221,GPC,-11.974330053284586
222,GILD,-7.235933080544156
223,GL,-4.507787873133153
224,GPN,15.756797194026111
225,GS,-7.4835235249103516
226,HAL,12.069674992402527
227,HIG,-4.179666680269534
228,HAS,-2.6279471081350447
229,HCA,1.041298114548162
230,PEAK,-25.840733924236964
231,HSIC,-7.738688631655605
232,HSY,-14.32821670548918
233,HES,16.26857197150514
234,HPE,9.330151579106753
235,HLT,23.301519315280736
236,HOLX,-8.127067030615533
237,HD,-3.674957663936973
238,HON,-11.144444902657467
239,HRL,-19.22988968209199
240,HST,4.39358810403209
241,HWM,19.29342690224326
242,HPQ,3.0298660072746024
243,HUM,-0.8579980564512134
244,HBAN,-24.79115108620637
245,HII,-1.8284388922434194
246,IBM,5.021254933331842
247,IEX,-8.12839312894574
248,IDXX,9.819953734688221
249,ITW,9.215781220121263
250,ILMN,-31.338675998631444
251,INCY,-28.397238341508757
252,IR,24.631193904232966
253,PODD,-53.40107735424814
254,INTC,40.729867612738786
255,ICE,9.242167013084405
256,IFF,-35.94090360339081
257,IP,4.123370970651322
258,IPG,-11.474756684900065
259,INTU,39.457642275879714
260,ISRG,6.083651456934865
261,IVZ,-21.57271966875267
262,INVH,15.171497075684776
263,IQV,0.3433714049575271
264,IRM,26.6054116437262
265,JBHT,12.998318763297481
266,JKHY,-15.572830340881161
267,J,16.46805658375631
268,JNJ,-10.409749267682793
269,JCI,-15.964625835477916
270,JPM,11.387288426525055
271,JNPR,-17.660344288100013
272,K,-23.788328172920302
273,KVUE,-26.628857140201074
274,KDP,-15.558324015624937
275,KEY,-36.91162903799969
276,KEYS,-22.241724423452723
277,KMB,-10.506281087789004
278,KIM,-15.03890421124373
279,KMI,-1.888454343177339
280,KLAC,29.370644530005375
281,KHC,-17.791694709230914
282,KR,1.079153231713856
283,LHX,-12.962174170800775
284,LH,-1.1050424459714205
285,LRCX,56.356887832739346
286,LW,6.113225855986844
287,LVS,-5.3696897638979415
288,LDOS,-7.557999294870986
289,LEN,25.9204428402659
290,LIN,20.221449721441438
291,LYV,27.22916037439209
292,LKQ,-4.0102090941392134
293,LMT,-6.746266092507301
294,L,10.069351921226124
295,LOW,3.6614165049373883
296,LYB,15.842567546308539
297,MTB,-10.698344275279396
298,MRO,4.549255751045445
299,MPC,36.29100785107277
300,MKTX,-16.352976071212897
301,MAR,35.266738523979726
302,MMC,17.894012189197884
303,MLM,29.790613778661708
304,MAS,14.909366994829693
305,MA,15.988878644458188
306,MTCH,-6.673165092120847
307,MKC,-24.565516234065107
308,MCD,-3.502275672021557
309,MCK,22.531753056981497
310,MDT,-4.514404437227101
311,MRK,-4.993420647941821
312,META,162.8026398415014
313,MET,-10.687481562344455
314,MTD,-24.26960264917805
315,MGM,14.212739530443761
316,MCHP,19.249589648214695
317,MU,40.16646830516214
318,MSFT,39.6978987806568
319,MAA,-11.397837769241066
320,MRNA,-42.58897201935945
321,MHK,-21.046226591159982
322,MOH,6.760315016567355
323,TAP,24.029380828005152
324,MDLZ,-3.4433581411494703
325,MPWR,47.300105692457514
326,MNST,-2.092383293493366
327,MCO,18.62019812145153
328,MS,-5.544511554825723
329,MOS,-13.523748671985905
330,MSI,12.818428279987337
331,MSCI,14.342783420062494
332,NDAQ,-18.581829287078293
333,NTAP,30.51459522581494
334,NFLX,24.06508816108397
335,NEM,-18.73466285447686
336,NWSA,15.493402059812864
337,NWS,18.657986882285265
338,NEE,-34.85938078123871
339,NKE,-16.134857698945076
340,NI,-2.462793221466138
341,NDSN,-3.427566701731238
342,NSC,-16.96892501365425
343,NTRS,-21.713009281514335
344,NOC,-11.308346138438772
345,NCLH,32.040474711105425
346,NRG,33.52945133326627
347,NUE,19.33028849534256
348,NVDA,227.08803087008067
349,NVR,34.631282911336584
350,NXPI,33.36239497825977
351,ORLY,9.002998034899054
352,OXY,4.669070881391471
353,ODFL,51.20856920207272
354,OMC,-7.080359052577396
355,ON,54.422980761443526
356,OKE,10.126524261329449
357,ORCL,32.949849197054455
358,OGN,-36.3910813469459
359,OTIS,3.611208464728202
360,PCAR,33.42808052669778
361,PKG,22.899085304849066
362,PANW,87.22282207920927
363,PARA,-27.527733649478186
364,PH,41.289365280392516
365,PAYX,4.768018016349142
366,PAYC,-8.468741700620878
367,PYPL,-22.137304546640273
368,PNR,46.86799705489314
369,PEP,-7.462020444124759
370,PFE,-33.3752700137562
371,PCG,2.295922215210229
372,PM,-4.235575321941499
373,PSX,14.405414388810659
374,PNW,4.482529946579891
375,PXD,15.051429272921926
376,PNC,-20.449274979634872
377,POOL,17.851885675494945
378,PPG,5.9265503082235975
379,PPL,-15.108811842203437
380,PFG,-13.372955616656515
381,PG,-3.8658223391723125
382,PGR,10.867340909104271
383,PLD,1.9041084823270211
384,PRU,-0.6421605374972961
385,PEG,0.7686201133785988
386,PTC,19.94985578117124
387,PSA,3.8336994094523473
388,PHM,64.77510824053326
389,QRVO,4.801434606913289
390,PWR,27.700351461001567
391,QCOM,5.7577387611098585
392,DGX,-19.58953664603228
393,RL,4.464546951263538
394,RJF,-4.400952781639837
395,RTX,-25.916058346043812
396,O,-17.024019492424134
397,REG,-1.448615042123309
398,REGN,16.045087418185762
399,RF,-20.548160602919868
400,RSG,15.043538664654484
401,RMD,-30.577695819446987
402,RVTY,-22.662390967561276
403,RHI,6.684583185652775
404,ROK,16.149326861223134
405,ROL,0.370231763819122
406,ROP,16.243995869051915
407,ROST,-0.9554876672615293
408,RCL,83.12461224553087
409,SPGI,11.789589248387175
410,CRM,53.47233118931383
411,SBAC,-27.646163472732326
412,SLB,15.741645057816042
413,STX,38.57270103344738
414,SEE,-37.47158875825573
415,SRE,-6.088978512919161
416,NOW,44.92087753830253
417,SHW,7.569172178116139
418,SPG,-3.309229355961427
419,SWKS,10.145414168911831
420,SJM,-26.32583832034628
421,SNA,16.059390727212474
422,SEDG,-56.36758430744459
423,SO,-3.8232919834034553
424,LUV,-17.88486152655347
425,SWK,13.52033985977086
426,SBUX,-7.402444678045579
427,STT,-14.399562426747334
428,STLD,17.479905231770232
429,STE,22.100277800986053
430,SYK,6.548546112379825
431,SYF,-6.470809926048196
432,SNPS,54.82670906746687
433,SYY,-13.347091310344657
434,TMUS,2.9344088234083707
435,TROW,-1.3080534525537737
436,TTWO,40.38405503167852
437,TPR,-26.00635742030844
438,TRGP,23.171180993664848
439,TGT,-26.604772437107766
440,TEL,10.89440036046634
441,TDY,2.9493244624700483
442,TFX,-22.7290467305816
443,TER,16.229027027209977
444,TSLA,143.28399069990203
445,TXN,-1.480904361811227
446,TXT,13.616908018617243
447,TMO,-10.767747282099178
448,TJX,14.301269498855392
449,TSCO,-7.151686030203859
450,TT,24.710222410103363
451,TDG,38.86890916425622
452,TRV,-11.699987912747124
453,TRMB,3.8142299671468614
454,TFC,-28.93284510366152
455,TYL,22.88855726955921
456,TSN,-22.197446704351993
457,USB,-23.959842721459808
458,UDR,-0.5088426253235814
459,ULTA,-17.032422928605577
460,UNP,2.8832299765807963
461,UAL,10.185436734151578
462,UPS,-8.941952461980419
463,URI,28.6584693074615
464,UNH,2.2312344730738043
465,UHS,-10.54123291170501
466,VLO,10.634739316951007
467,VTR,-2.0494674532621278
468,VLTO,-4.280207841173664
469,VRSN,4.046156023688908
470,VRSK,39.11101712009311
471,VZ,-15.825797302563343
472,VRTX,27.70086498483884
473,VFC,-39.14005282697438
474,VTRS,-11.834369381564242
475,VICI,-3.9243293188562665
476,V,14.300053769894157
477,VMC,22.749697475803515
478,WAB,6.519700093565127
479,WBA,-36.3656659170192
480,WMT,11.454737102095
481,WBD,14.88469687601684
482,WM,1.134383255559979
483,WAT,-22.972303878043423
484,WEC,-9.620842061319612
485,WFC,-2.9181849363511736
486,WELL,31.174493063278092
487,WST,67.60863739065512
488,WDC,47.69181666669298
489,WRK,7.874922979819443
490,WY,3.900534094944293
491,WHR,-7.260087988753411
492,WMB,12.587867818523279
493,WTW,-13.132472224276478
494,GWW,29.51892213200344
495,WYNN,11.19765175138448
496,XEL,-13.92325687868501
497,XYL,-15.794421650055352
498,YUM,-5.450856428137656
499,ZBRA,-16.541124721653194
500,ZBH,-16.753494594241836
501,ZION,-23.68005289310624
502,ZTS,21.305820068848714
