Ticker,Score
DHI,74.85524961047018
DHR,80.92657445021683
DHX,75.3286880990351
DIN,76.67646893229002
DINO,73.48986083008934
DIS,85.91731386264262
DK,70.6102951736566
DKL,84.84300076663558
DKS,73.42132229542116
DLB,83.71064170793416
DLR,78.03564115603706
DLR-PJ,75.81245733721772
DLR-PK,80.02395126243339
DLR-PL,76.79307188925513
DLX,77.86934099102906
DM,69.426144344728
DMO,81.85240071828088
DMS,29.778529369152878
DNA,77.8926285004909
DNB,76.08449925058875
DNMR,72.89614318339434
DNOW,84.81761184595695
DNP,80.55026102740695
DO,74.55232938434261
DOC,72.96810420420638
DOCN,70.67764818651072
DOCS,83.28680898564261
DOUG,81.02984930229843
DOV,81.04593337190022
DOW,78.22791612859112
DPG,71.09255551942971
DPZ,70.39404359158777
DRH,84.94400763651313
DRH-PA,81.86095617111513
DRI,72.1056536121329
DRQ,73.04797581604333
DSM,75.67684820603992
DSU,85.00288813772137
DT,89.00252017563632
DTB,67.51980592403956
DTE,73.51710247972352
DTF,79.58905994603658
DTG,70.94377212893848
DTM,87.70116950026977
DTW,67.83638609284952
DUK,78.39149095962857
DUK-PA,75.32833769701833
DUKB,72.43782350146628
DV,78.1437490083749
DVA,72.61687195097065
DVN,72.72709705236984
DX,76.69815164425596
DX-PC,78.46471585032414
DXC,89.31560625712959
DY,71.22741997357136
EAF,79.97175703357183
EAI,
EARN,71.88186626140369
EAT,76.611347750996
EB,80.1942389094146
EBF,85.75999282097746
EBS,62.05132175116074
ECC           ,81.33482158354916
ECC-PD,81.75538550189123
ECCC,81.66204460806708
ECCV,78.0708704080197
ECCW,75.03011594887296
ECCX,77.86187547537554
ECL,79.36943500106172
ECVT,82.787888426213
ED,81.51458574400375
EDD,77.28188408155006
EDF,75.91070440793949
EDI,78.19305771644463
EDR,79.39751028111316
EE,68.26831418684645
EEA,81.80717737811645
EEX,103.6866936397512
EFC,78.68405155426696
EFC-PA,76.6444586962103
EFC-PB,79.81116892948364
EFC-PC,78.45231628100416
EFR,86.56289595929826
EFT,86.08941230404778
EFX,77.65138057276587
EGF,79.30832433930188
EGLE,88.19718441679792
EGP,80.42798678010305
EGY,73.87982965344533
EHAB,58.27343860352867
EHC,75.78209119338231
EHI,72.04892696610743
EIG,87.20466358989746
EIX,73.22071286676663
EL,80.17565837942328
ELAN,65.24305563335358
ELC,78.934895318058
ELF,69.68070082152876
ELME,75.66471035975206
ELS,80.4413609545683
ELV,86.05965654395455
EMD,73.41054355440141
EME,80.22481322877643
EMF,79.28717003497903
EMN,76.13467524708366
EMO,78.42878140437234
EMP,
EMR,81.73537204899345
ENFN,88.95289391621553
ENJ,73.72114285598076
ENLC,81.54674023373869
ENO,72.54076178961326
ENOV,74.46152568134598
ENR,68.32971137944435
ENS,80.2965793692934
ENV,60.7429882217437
ENVA,84.72214718631764
ENZ,84.94856346651123
EOD,76.36183486533339
EOG,77.81484820712757
EOI,77.81679284285015
EOT,73.08200159549888
EP-PC,85.90550477718828
EPAC,84.03080486174969
EPAM,79.72210635993581
EPC,75.00757497004196
EPD,84.36522457992012
EPR,80.31278789545762
EPR-PC,76.02881169013281
EPR-PE,80.06690698345511
EPR-PG,78.86613059407541
EPRT,74.91089909121122
EQBK,87.34223648979358
EQC,85.0703482307347
EQC-PD,77.21885983158182
EQH,81.4322116925688
EQH-PA,78.54500992559494
EQH-PC,78.60741886479178
EQR,79.66021839938952
EQS,85.90757766060254
EQT,90.73927098307091
ES,71.24650818533456
ESAB,82.93512800256609
ESE,84.41435503187527
ESI,84.41726279730351
ESRT,74.88176719181371
ESS,80.73309129844344
ESTC,94.19688475568677
ESTE,84.71360260088518
ET,83.11271149214775
ET-PC,87.17762784462215
ET-PD,87.7079503230353
ET-PE,84.87568647564765
ETB,79.27141933171018
ETD,83.21600755947816
ETG,78.75881237127241
ETI-P,71.37783220870473
ETJ,82.9118570881921
ETO,77.45702389909671
ETR,79.86522659290151
ETRN,87.25953264849961
ETV,78.0778941916908
ETW,77.25157207237926
ETY,82.18964133681271
EVA,60.24799976039547
EVC,83.87490496435626
EVF,92.62902022177329
EVG,87.5319636971168
EVH,87.01759662903733
EVN,71.09468375652335
EVR,80.22982197295775
EVRI,74.72353718167024
EVT,77.23445645627294
EW,86.66175190976163
EXG,80.69286635758547
EXP,82.20867584413651
EXPR,72.58492280573836
EXR,77.29312024677012
F,80.45319727661459
F-PB,
F-PC,
F-PD,
FAF,73.25550716389048
FAM,73.83352417827493
FBIN,74.91611700090473
FBK,83.90785726541222
FBRT,76.47786795224641
FBRT-PE,75.95376111939323
FC,77.47361852537588
FCF,83.90896609003224
FCN,91.65207453318416
FCPT,71.76453822012323
FCRX,86.30622993287362
FCT,81.31352362151827
FCX,78.6294422230716
FDX,83.77267683370212
FE,79.39023546236538
FET,74.89311779368569
FF,79.6155776289197
FFA,80.5322665797634
FFC,72.32438955334577
FFWM,68.04528733386367
FG,86.04975898592542
FGB,80.11198472575715
FHI,85.45705913904473
FHN,70.38379896430291
FHN-PB,82.17286691563322
FHN-PC,83.81104486652447
FHN-PD,84.41649313867556
FHN-PE,73.24924666823306
FHN-PF,70.89722227684436
FI,78.5215458196528
FICO,84.3121572781943
FIF,73.92407234237906
FIGS,92.58206754859953
FINV,78.50513897590223
FIS,77.3464988364184
FIX,78.7415243383515
FL,90.14619584581283
FLC,74.78716380288745
FLO,74.21091085113758
FLR,89.06677819257796
FLS,79.40970636973174
FLT,78.64929483243684
FMC,63.63934430131419
FMN,76.01493987199028
FMY,82.33756560788977
FNA,66.77805526821652
FNB,82.984465134896
FNB-PE,78.80190930341314
FND,74.26611211975761
FNF,77.67797631421047
FOF,77.60633473164182
FOR,77.82247033045438
FOUR,82.0875181575083
FPH,76.50966653778976
FPI,80.83561230326033
FR,74.37902834715197
FRA,84.4841989377158
FRGE,86.09215380938869
FRT,72.47748606745343
FRT-PC,73.31222326958029
FSCO,91.15526659419122
FSK,80.23931381235236
FSLY,67.1454702124875
FSR,84.88782008752048
FSS,89.18584295751276
FT,78.20623340647062
FTHY,79.32393950610405
FTK,77.23915791621201
FTS,83.64392205538577
FTV,85.00375546576063
FUL,90.3089164079311
FUN,74.10211659736285
GAB,74.25029589948946
GAB-PG,79.33091487808638
GAB-PH,78.73601286587288
GAB-PK,78.75850663063413
GAM,85.57419718851156
GAM-PB,79.08997392926426
GATO,80.49976725980842
GATX,75.97754247046204
GBAB,81.74401003716545
GBCI,87.30712629194055
GBTG,79.44746817127795
GBX,81.02648913799912
GCI,81.97754473641308
GCO,81.73749411203707
GCV,77.02183888538345
GD,83.84063794279825
GDDY,87.2357835097264
GDL,81.68120109901746
GDL-PC,82.36410737480914
GDO,78.1845010770656
GDOT,77.55749429329585
GDV,78.30147311193713
GDV-PH,77.22144532445483
GDV-PK,75.91181415480956
GE,84.10154387773089
GEF,78.33783018132608
GEL,81.09369570522745
GEO,99.27364223518876
GES,79.61306057696179
GETY,87.65084486176494
GF,77.20305524897026
GFF,82.86282935664345
GGG,84.95701202672969
GGT,82.35725984692341
GGT-PE,76.37106286468973
GGT-PG,82.42600275004531
GHC,86.32842392601836
GHI,72.39629516779623
GHL,87.6556937743251
GHM,90.66945155796463
GHY,77.83618428151095
GIC,92.11265588863927
GIM,76.39474668864798
GIS,74.28031730181938
GJH,82.85997614465028
GJO,85.70416687616178
GJS,81.61529967186725
GJT,79.96817534365977
GKOS,80.76118555685517
GL,89.84722316892939
GL-PD,
GLOB,89.15829192397804
GLP,81.79795124697306
GLP-PA,86.50200129395266
GLP-PB,84.0014823486577
GLT,70.73492987869761
GLW,74.92070487448646
GM,76.04129949491332
GME,70.95558284587565
GMED,87.47981634743749
GMRE,76.45172886682643
GMRE-PA,83.92557632923777
GMS,79.8570505087213
GNE,94.34718461230328
GNK,93.40363038552206
GNL,64.82275771442426
GNL-PA,72.15084958884236
GNL-PB,68.25055775976922
GNRC,75.28799222627806
GNT,77.93616951795846
GNT-PA,80.90047815928341
GNTY,87.25113276102637
GNW,83.97787769939036
GOF,69.09370102750344
GOLF,79.49141172552206
GPC,80.76118586073939
GPI,78.99890961716805
GPJA,71.86132961090328
GPK,75.85477300439025
GPMT,73.10000946778692
GPMT-PA,80.52898323539041
GPN,77.85805148682515
GPOR,91.26476712492834
GPS,82.56851571904795
GRBK,74.6209534263844
GRBK-PA,77.73219529134902
GRC,87.06758118552189
GRNT,77.61604316190783
GRX,72.72084858604268
GS,77.69608312240604
GS-PA,82.19255168396859
GS-PC,80.25078309024924
GS-PD,84.42122330913386
GS-PJ,84.21630569412547
GS-PK,84.08234806176941
GSBD,79.2244679834501
GTLS,73.38402825666599
GTLS-PB,74.103989907318
GTN,69.95084046830523
GTY,75.00783073123617
GUG,78.19546274732971
GUT,65.08119232142988
GUT-PC,76.35835373510936
GVA,82.73272486146682
GWH,102.13863263105054
GWRE,90.08914058819634
GWW,90.216959188374
GXO,77.07486857716155
H,80.9844871776582
HAE,85.55096140462902
HAL,78.90499309154715
HASI,51.17234128719223
HAYW,75.76287594875865
HBI,72.13544400873975
HCA,76.40631643843733
HCC,97.2792210170941
HCI,88.01505110642074
HCXY,78.19947073922445
HD,72.41099939832837
HE,66.44845626983125
HEI,81.2252710797047
HEI-A,80.59196113713126
HEP,75.91432041134617
HEQ,78.8392703598839
HES,78.14521345751542
HESM,79.04485166770831
HFRO,74.65213065342496
HFRO-PA,69.50851621096844
HGTY,76.83153624370667
HGV,73.77966187508511
HHH,70.44151346726919
HI,76.91873961605387
HIE,78.9442004547387
HIG,82.02330721222069
HIG-PG,74.42957777051278
HII,78.96394940321471
HIMS,81.89488730962647
HIO,81.35834045743732
HIPO,71.96400041055122
HIW,69.028119153895
HIX,74.56927820430128
HL,76.57687974824651
HL-PB,80.35909955038943
HLI,87.44063173978755
HLIO,80.03576678566733
HLLY,73.7547769485468
HLT,85.55730860104303
HLX,78.39591171662865
HMN,87.09320712828625
HNI,95.37638676694836
HOG,73.42722651500063
HOMB,83.92861775698022
HOUS,60.10965604972634
HOV,66.46293059775144
HP,73.52016554163042
HPE,82.25411628322006
HPF,71.78345527241817
HPI,71.95881407569526
HPP,74.08807461836454
HPP-PC,78.4840733332637
HPQ,73.71647533204481
HPS,72.4469374653542
HQH,82.12584416029202
HQL,81.96178130005399
HR,71.46914338385862
HRB,86.38130283261404
HRI,72.43393548472442
HRL,77.43793578032701
HRT,88.65952368619848
HSY,72.54999838196184
HT,99.61068466478083
HT-PC,93.56253841782357
HT-PD,94.92111187025911
HT-PE,94.003195933399
HTD,69.79285386195372
HTFB,85.00340579415929
HTFC,86.54781759803802
HTGC,80.79763068554067
HTH,81.06107126439399
HTY,77.54655655077448
HUBB,83.37842610076484
HUBS,80.74452270624423
HUM,90.53088449971627
HUN,73.92087007908043
HUYA,93.15934236362534
HVT,74.63234683912502
HWM,80.63118421792598
HXL,84.25039721840963
HY,83.02214494683783
HYB,77.00930680777718
HYLN,72.74596739819074
HYT,77.15862395590784
HZO,80.01260701695065
IAE,78.44521011948038
IBM,81.75694134418637
IBP,74.22507121881365
ICE,82.66565040314691
IDA,84.70102916980038
IDE,74.44914224400546
IDT,104.14053480235187
IEX,79.10910726929427
IFF,74.29804311228374
IFN,84.81837399225238
IGA,76.34248550391376
IGD,75.35451774790792
IGI,79.30211126125013
IGR,68.8823579946568
IGT,83.80583191578158
IH,81.15553708112128
IHD,73.54133043174538
IHIT,71.07062627235
IIF,85.81087365907399
IIIN,86.42644683188634
IIM,70.69854091521607
IIPR,74.37539700058184
IIPR-PA,85.08690478587901
INFA,90.46049837423573
INGR,74.22867052401672
INN,86.72771265228809
INN-PE,87.27622571986161
INN-PF,80.67640149262162
INSI,79.07004435228086
INSP,69.40017083292727
INSW,84.22446435790165
INVH,78.94871978861259
IONQ,82.85364462685584
IOT,83.75898090553298
IP,84.28215438777318
IPG,79.04980296389556
IPI,73.0949846748916
IQI,71.8190898306163
IQV,78.86115010931219
IR,79.74717482121775
IRM,77.78134500326803
IRT,70.73566392801769
ISD,77.06587186149227
IT,87.52317967371224
ITGR,80.51256875926116
ITT,85.2587339114133
ITW,84.00832292993796
IVR,63.077707274441096
IVR-PB,76.52335507677381
IVR-PC,73.27945992916067
IVT,85.06322161458343
IVZ,71.90409877309536
J,90.62133046832142
JBGS,78.96051539375782
JBI,83.16242106525344
JBK,78.1285818290157
JBL,102.84955633712832
JBT,78.71566042572447
JCE,82.91970570070383
JEF,80.84303929486654
JELD,73.63286305779035
JEQ,77.77201250121979
JFR,82.2962358217454
JGH,79.97016128447116
JHI,75.2886226499845
JHS,74.71983264374366
JILL,91.2974449278874
JLL,70.76291211260745
JLS,82.7653603569669
JMM,77.50678767369232
JNJ,80.31607214841189
JNPR,76.4390614649281
JOBY,79.95677343230089
JOE,75.3253887368335
JOF,78.96910903919681
JPC,75.81139078791057
JPM,82.9058348222095
JPM-PC,75.47755878425076
JPM-PD,73.44739395781343
JPM-PJ,75.22174748117965
JPM-PK,76.12005971565226
JPM-PL,76.14547670641109
JPM-PM,70.20722239863701
JPS,75.27917453212471
JPT,75.64050497525497
JQC,82.1109964000312
JRI,75.07850090488836
JRS,77.79837910948413
JWN,75.00947750638181
JXN,84.20314648436911
JXN-PA,80.7683336253681
K,68.8112174204865
KAI,93.26916155611828
KAMN,76.0562663371525
KAR,84.00676261966895
KBH,74.83422613409353
KBR,83.16947559679497
KD,84.90604424804229
KEX,80.9348034419182
KEY,77.133414147044
KEY-PI,74.17178305507777
